,NAME,B07011_001E,state,county,tract,tractid,quantile_category
370,"Census Tract 8011.02, Hampden County, Massachusetts",21053,25,013,801102,25013801102,1
371,"Census Tract 8104.03, Hampden County, Massachusetts",24284,25,013,810403,25013810403,1
372,"Census Tract 8104.04, Hampden County, Massachusetts",32136,25,013,810404,25013810404,2
373,"Census Tract 8107, Hampden County, Massachusetts",27349,25,013,810700,25013810700,2
374,"Census Tract 8109.01, Hampden County, Massachusetts",18383,25,013,810901,25013810901,1
375,"Census Tract 8129.02, Hampden County, Massachusetts",35622,25,013,812902,25013812902,3
376,"Census Tract 8134.03, Hampden County, Massachusetts",35848,25,013,813403,25013813403,3
377,"Census Tract 8002.01, Hampden County, Massachusetts",20328,25,013,800201,25013800201,1
378,"Census Tract 8006, Hampden County, Massachusetts",11405,25,013,800600,25013800600,1
379,"Census Tract 8007, Hampden County, Massachusetts",11954,25,013,800700,25013800700,1
380,"Census Tract 8014.02, Hampden County, Massachusetts",30804,25,013,801402,25013801402,2
381,"Census Tract 8015.01, Hampden County, Massachusetts",24712,25,013,801501,25013801501,1
382,"Census Tract 8016.05, Hampden County, Massachusetts",26059,25,013,801605,25013801605,1
383,"Census Tract 8026.01, Hampden County, Massachusetts",25608,25,013,802601,25013802601,1
384,"Census Tract 8104.12, Hampden County, Massachusetts",37725,25,013,810412,25013810412,3
385,"Census Tract 8106.02, Hampden County, Massachusetts",34273,25,013,810602,25013810602,2
386,"Census Tract 8111.02, Hampden County, Massachusetts",22188,25,013,811102,25013811102,1
387,"Census Tract 8113.02, Hampden County, Massachusetts",34375,25,013,811302,25013811302,2
388,"Census Tract 8119, Hampden County, Massachusetts",40870,25,013,811900,25013811900,3
389,"Census Tract 1801.01, Suffolk County, Massachusetts",35807,25,025,180101,25025180101,3
390,"Census Tract 1803.01, Suffolk County, Massachusetts",50547,25,025,180301,25025180301,4
391,"Census Tract 9801.01, Suffolk County, Massachusetts",9331,25,025,980101,25025980101,1
392,"Census Tract 9803, Suffolk County, Massachusetts",8088,25,025,980300,25025980300,1
393,"Census Tract 9807, Suffolk County, Massachusetts",-666666666,25,025,980700,25025980700,1
394,"Census Tract 9810, Suffolk County, Massachusetts",-666666666,25,025,981000,25025981000,1
395,"Census Tract 9811, Suffolk County, Massachusetts",19732,25,025,981100,25025981100,1
396,"Census Tract 9812.01, Suffolk County, Massachusetts",-666666666,25,025,981201,25025981201,1
397,"Census Tract 9812.02, Suffolk County, Massachusetts",19857,25,025,981202,25025981202,1
398,"Census Tract 9813, Suffolk County, Massachusetts",72188,25,025,981300,25025981300,4
399,"Census Tract 9815.01, Suffolk County, Massachusetts",-666666666,25,025,981501,25025981501,1
400,"Census Tract 9815.02, Suffolk County, Massachusetts",6250,25,025,981502,25025981502,1
401,"Census Tract 9816, Suffolk County, Massachusetts",-666666666,25,025,981600,25025981600,1
402,"Census Tract 9817, Suffolk County, Massachusetts",-666666666,25,025,981700,25025981700,1
403,"Census Tract 9818, Suffolk County, Massachusetts",116667,25,025,981800,25025981800,4
404,"Census Tract 9901.01, Suffolk County, Massachusetts",27887,25,025,990101,25025990101,2
405,"Census Tract 7095.01, Worcester County, Massachusetts",42337,25,027,709501,25027709501,3
406,"Census Tract 7095.02, Worcester County, Massachusetts",33633,25,027,709502,25027709502,2
407,"Census Tract 7211.01, Worcester County, Massachusetts",36067,25,027,721101,25027721101,3
408,"Census Tract 7211.02, Worcester County, Massachusetts",43175,25,027,721102,25027721102,3
409,"Census Tract 7310.01, Worcester County, Massachusetts",34421,25,027,731001,25027731001,2
410,"Census Tract 7310.02, Worcester County, Massachusetts",27386,25,027,731002,25027731002,2
411,"Census Tract 7312.03, Worcester County, Massachusetts",14849,25,027,731203,25027731203,1
412,"Census Tract 7312.04, Worcester County, Massachusetts",17031,25,027,731204,25027731204,1
413,"Census Tract 7323.01, Worcester County, Massachusetts",37207,25,027,732301,25027732301,3
414,"Census Tract 7323.02, Worcester County, Massachusetts",30790,25,027,732302,25027732302,2
415,"Census Tract 7328.01, Worcester County, Massachusetts",36513,25,027,732801,25027732801,3
416,"Census Tract 7328.02, Worcester County, Massachusetts",31260,25,027,732802,25027732802,2
417,"Census Tract 7382.01, Worcester County, Massachusetts",39483,25,027,738201,25027738201,3
418,"Census Tract 7382.02, Worcester County, Massachusetts",55419,25,027,738202,25027738202,4
419,"Census Tract 7411.01, Worcester County, Massachusetts",53836,25,027,741101,25027741101,4
420,"Census Tract 7411.02, Worcester County, Massachusetts",63281,25,027,741102,25027741102,4
421,"Census Tract 7424.01, Worcester County, Massachusetts",64107,25,027,742401,25027742401,4
422,"Census Tract 7424.02, Worcester County, Massachusetts",67574,25,027,742402,25027742402,4
423,"Census Tract 7471.01, Worcester County, Massachusetts",38966,25,027,747101,25027747101,3
424,"Census Tract 7471.02, Worcester County, Massachusetts",39022,25,027,747102,25027747102,3
425,"Census Tract 7511.01, Worcester County, Massachusetts",42656,25,027,751101,25027751101,3
426,"Census Tract 7511.02, Worcester County, Massachusetts",55401,25,027,751102,25027751102,4
427,"Census Tract 7581.01, Worcester County, Massachusetts",33986,25,027,758101,25027758101,2
428,"Census Tract 7581.02, Worcester County, Massachusetts",41432,25,027,758102,25027758102,3
429,"Census Tract 7612, Worcester County, Massachusetts",37206,25,027,761200,25027761200,3
430,"Census Tract 7613, Worcester County, Massachusetts",47031,25,027,761300,25027761300,4
431,"Census Tract 7614, Worcester County, Massachusetts",45599,25,027,761400,25027761400,4
432,"Census Tract 129, Barnstable County, Massachusetts",35941,25,001,012900,25001012900,3
433,"Census Tract 132, Barnstable County, Massachusetts",34485,25,001,013200,25001013200,2
434,"Census Tract 134, Barnstable County, Massachusetts",38135,25,001,013400,25001013400,3
435,"Census Tract 135, Barnstable County, Massachusetts",40279,25,001,013500,25001013500,3
436,"Census Tract 136, Barnstable County, Massachusetts",31395,25,001,013600,25001013600,2
437,"Census Tract 138, Barnstable County, Massachusetts",37780,25,001,013800,25001013800,3
438,"Census Tract 143, Barnstable County, Massachusetts",34817,25,001,014300,25001014300,2
439,"Census Tract 149, Barnstable County, Massachusetts",40750,25,001,014900,25001014900,3
440,"Census Tract 115, Barnstable County, Massachusetts",28750,25,001,011500,25001011500,2
441,"Census Tract 117, Barnstable County, Massachusetts",34243,25,001,011700,25001011700,2
442,"Census Tract 127, Barnstable County, Massachusetts",34632,25,001,012700,25001012700,2
443,"Census Tract 3400, Middlesex County, Massachusetts",40480,25,017,340000,25017340000,3
444,"Census Tract 3412, Middlesex County, Massachusetts",31854,25,017,341200,25017341200,2
445,"Census Tract 3502, Middlesex County, Massachusetts",40726,25,017,350200,25017350200,3
446,"Census Tract 3504, Middlesex County, Massachusetts",56734,25,017,350400,25017350400,4
447,"Census Tract 3510, Middlesex County, Massachusetts",48212,25,017,351000,25017351000,4
448,"Census Tract 3530, Middlesex County, Massachusetts",41786,25,017,353000,25017353000,3
449,"Census Tract 3537, Middlesex County, Massachusetts",13170,25,017,353700,25017353700,1
450,"Census Tract 3539, Middlesex County, Massachusetts",8333,25,017,353900,25017353900,1
451,"Census Tract 3540, Middlesex County, Massachusetts",29306,25,017,354000,25017354000,2
452,"Census Tract 3546, Middlesex County, Massachusetts",46989,25,017,354600,25017354600,4
453,"Census Tract 3563, Middlesex County, Massachusetts",47644,25,017,356300,25017356300,4
454,"Census Tract 3632.01, Middlesex County, Massachusetts",63141,25,017,363201,25017363201,4
455,"Census Tract 3641.02, Middlesex County, Massachusetts",49185,25,017,364102,25017364102,4
456,"Census Tract 3652.01, Middlesex County, Massachusetts",69725,25,017,365201,25017365201,4
457,"Census Tract 3661, Middlesex County, Massachusetts",60023,25,017,366100,25017366100,4
458,"Census Tract 3685, Middlesex County, Massachusetts",35446,25,017,368500,25017368500,2
459,"Census Tract 3688, Middlesex County, Massachusetts",31627,25,017,368800,25017368800,2
460,"Census Tract 3689.02, Middlesex County, Massachusetts",31206,25,017,368902,25017368902,2
461,"Census Tract 3732, Middlesex County, Massachusetts",42346,25,017,373200,25017373200,3
462,"Census Tract 3743, Middlesex County, Massachusetts",92394,25,017,374300,25017374300,4
463,"Census Tract 3872.01, Middlesex County, Massachusetts",48482,25,017,387201,25017387201,4
464,"Census Tract 3881, Middlesex County, Massachusetts",51024,25,017,388100,25017388100,4
465,"Census Tract 3621, Middlesex County, Massachusetts",64098,25,017,362100,25017362100,4
466,"Census Tract 3593, Middlesex County, Massachusetts",58152,25,017,359300,25017359300,4
467,"Census Tract 3611, Middlesex County, Massachusetts",72367,25,017,361100,25017361100,4
468,"Census Tract 3613, Middlesex County, Massachusetts",65651,25,017,361300,25017361300,4
469,"Census Tract 3632.02, Middlesex County, Massachusetts",59942,25,017,363202,25017363202,4
470,"Census Tract 3641.01, Middlesex County, Massachusetts",41531,25,017,364101,25017364101,3
471,"Census Tract 3681.02, Middlesex County, Massachusetts",50265,25,017,368102,25017368102,4
472,"Census Tract 3735, Middlesex County, Massachusetts",48036,25,017,373500,25017373500,4
473,"Census Tract 3738, Middlesex County, Massachusetts",63000,25,017,373800,25017373800,4
474,"Census Tract 3745, Middlesex County, Massachusetts",54250,25,017,374500,25017374500,4
475,"Census Tract 7351, Worcester County, Massachusetts",30234,25,027,735100,25027735100,2
476,"Census Tract 7543, Worcester County, Massachusetts",20131,25,027,754300,25027754300,1
477,"Census Tract 7308.02, Worcester County, Massachusetts",42691,25,027,730802,25027730802,3
478,"Census Tract 7171, Worcester County, Massachusetts",40734,25,027,717100,25027717100,3
479,"Census Tract 7326, Worcester County, Massachusetts",24472,25,027,732600,25027732600,1
480,"Census Tract 7241, Worcester County, Massachusetts",30018,25,027,724100,25027724100,2
481,"Census Tract 7304.01, Worcester County, Massachusetts",23835,25,027,730401,25027730401,1
482,"Census Tract 7320.02, Worcester County, Massachusetts",31164,25,027,732002,25027732002,2
483,"Census Tract 7441.01, Worcester County, Massachusetts",48581,25,027,744101,25027744101,4
484,"Census Tract 7591, Worcester County, Massachusetts",37221,25,027,759100,25027759100,3
485,"Census Tract 7072, Worcester County, Massachusetts",17965,25,027,707200,25027707200,1
486,"Census Tract 7304.02, Worcester County, Massachusetts",24941,25,027,730402,25027730402,1
487,"Census Tract 7391, Worcester County, Massachusetts",47326,25,027,739100,25027739100,4
488,"Census Tract 8214, Hampshire County, Massachusetts",31529,25,015,821400,25015821400,2
489,"Census Tract 8209, Hampshire County, Massachusetts",39153,25,015,820900,25015820900,3
490,"Census Tract 8217, Hampshire County, Massachusetts",34508,25,015,821700,25015821700,2
491,"Census Tract 8219.01, Hampshire County, Massachusetts",27268,25,015,821901,25015821901,2
492,"Census Tract 8202.02, Hampshire County, Massachusetts",45662,25,015,820202,25015820202,4
493,"Census Tract 8205, Hampshire County, Massachusetts",13333,25,015,820500,25015820500,1
494,"Census Tract 8216.01, Hampshire County, Massachusetts",27611,25,015,821601,25015821601,2
495,"Census Tract 8222, Hampshire County, Massachusetts",41829,25,015,822200,25015822200,3
496,"Census Tract 8224.01, Hampshire County, Massachusetts",37101,25,015,822401,25015822401,3
497,"Census Tract 8225, Hampshire County, Massachusetts",41551,25,015,822500,25015822500,3
498,"Census Tract 8227, Hampshire County, Massachusetts",34943,25,015,822700,25015822700,2
499,"Census Tract 8202.03, Hampshire County, Massachusetts",35573,25,015,820203,25015820203,2
500,"Census Tract 8210, Hampshire County, Massachusetts",36806,25,015,821000,25015821000,3
501,"Census Tract 8212, Hampshire County, Massachusetts",3473,25,015,821200,25015821200,1
502,"Census Tract 8202.04, Hampshire County, Massachusetts",44777,25,015,820204,25015820204,4
503,"Census Tract 8208.02, Hampshire County, Massachusetts",2921,25,015,820802,25015820802,1
504,"Census Tract 8208.01, Hampshire County, Massachusetts",35745,25,015,820801,25015820801,3
505,"Census Tract 8211, Hampshire County, Massachusetts",30253,25,015,821100,25015821100,2
506,"Census Tract 804.01, Suffolk County, Massachusetts",19557,25,025,080401,25025080401,1
507,"Census Tract 806.01, Suffolk County, Massachusetts",6394,25,025,080601,25025080601,1
508,"Census Tract 8213, Hampshire County, Massachusetts",36559,25,015,821300,25015821300,3
509,"Census Tract 8201.02, Hampshire County, Massachusetts",28020,25,015,820102,25015820102,2
510,"Census Tract 8204, Hampshire County, Massachusetts",3968,25,015,820400,25015820400,1
511,"Census Tract 8207, Hampshire County, Massachusetts",27074,25,015,820700,25015820700,1
512,"Census Tract 8216.02, Hampshire County, Massachusetts",31198,25,015,821602,25015821602,2
513,"Census Tract 8220, Hampshire County, Massachusetts",3905,25,015,822000,25015822000,1
514,"Census Tract 8224.02, Hampshire County, Massachusetts",29842,25,015,822402,25015822402,2
515,"Census Tract 8201.01, Hampshire County, Massachusetts",27813,25,015,820101,25015820101,2
516,"Census Tract 8206, Hampshire County, Massachusetts",3695,25,015,820600,25015820600,1
517,"Census Tract 8223, Hampshire County, Massachusetts",31683,25,015,822300,25015822300,2
518,"Census Tract 2662, Essex County, Massachusetts",39965,25,009,266200,25009266200,3
519,"Census Tract 2621, Essex County, Massachusetts",36313,25,009,262100,25009262100,3
520,"Census Tract 2031, Essex County, Massachusetts",71280,25,009,203100,25009203100,4
521,"Census Tract 406, Franklin County, Massachusetts",39227,25,011,040600,25011040600,3
522,"Census Tract 412, Franklin County, Massachusetts",29671,25,011,041200,25011041200,2
523,"Census Tract 413, Franklin County, Massachusetts",20260,25,011,041300,25011041300,1
524,"Census Tract 408, Franklin County, Massachusetts",30052,25,011,040800,25011040800,2
525,"Census Tract 407.01, Franklin County, Massachusetts",25838,25,011,040701,25011040701,1
526,"Census Tract 6533.04, Bristol County, Massachusetts",43263,25,005,653304,25005653304,3
527,"Census Tract 6461.04, Bristol County, Massachusetts",44917,25,005,646104,25005646104,4
528,"Census Tract 6532.03, Bristol County, Massachusetts",26889,25,005,653203,25005653203,1
529,"Census Tract 6532.04, Bristol County, Massachusetts",32216,25,005,653204,25005653204,2
530,"Census Tract 9855, Bristol County, Massachusetts",4533,25,005,985500,25005985500,1
531,"Census Tract 9856, Bristol County, Massachusetts",16944,25,005,985600,25005985600,1
532,"Census Tract 9900, Bristol County, Massachusetts",-666666666,25,005,990000,25005990000,1
533,"Census Tract 9900, Dukes County, Massachusetts",-666666666,25,007,990000,25007990000,1
534,"Census Tract 2021.01, Essex County, Massachusetts",61674,25,009,202101,25009202101,4
535,"Census Tract 2021.02, Essex County, Massachusetts",31149,25,009,202102,25009202102,2
536,"Census Tract 2033.01, Essex County, Massachusetts",38019,25,009,203301,25009203301,3
537,"Census Tract 2033.02, Essex County, Massachusetts",54403,25,009,203302,25009203302,4
538,"Census Tract 2114.01, Essex County, Massachusetts",37161,25,009,211401,25009211401,3
539,"Census Tract 2114.02, Essex County, Massachusetts",41938,25,009,211402,25009211402,3
540,"Census Tract 2151.01, Essex County, Massachusetts",46149,25,009,215101,25009215101,4
541,"Census Tract 2151.02, Essex County, Massachusetts",35592,25,009,215102,25009215102,3
542,"Census Tract 2201.01, Essex County, Massachusetts",35044,25,009,220101,25009220101,2
543,"Census Tract 2201.02, Essex County, Massachusetts",36299,25,009,220102,25009220102,3
544,"Census Tract 2219.01, Essex County, Massachusetts",40517,25,009,221901,25009221901,3
545,"Census Tract 2219.02, Essex County, Massachusetts",37473,25,009,221902,25009221902,3
546,"Census Tract 9901, Essex County, Massachusetts",-666666666,25,009,990100,25009990100,1
547,"Census Tract 405.01, Franklin County, Massachusetts",22121,25,011,040501,25011040501,1
548,"Census Tract 405.02, Franklin County, Massachusetts",22786,25,011,040502,25011040502,1
549,"Census Tract 415.01, Franklin County, Massachusetts",39256,25,011,041501,25011041501,3
550,"Census Tract 415.02, Franklin County, Massachusetts",27164,25,011,041502,25011041502,2
551,"Census Tract 8001.01, Hampden County, Massachusetts",25873,25,013,800101,25013800101,1
552,"Census Tract 8001.02, Hampden County, Massachusetts",19246,25,013,800102,25013800102,1
553,"Census Tract 8019.01, Hampden County, Massachusetts",15637,25,013,801901,25013801901,1
554,"Census Tract 8019.02, Hampden County, Massachusetts",12255,25,013,801902,25013801902,1
555,"Census Tract 8120.01, Hampden County, Massachusetts",17154,25,013,812001,25013812001,1
556,"Census Tract 8120.02, Hampden County, Massachusetts",27741,25,013,812002,25013812002,2
557,"Census Tract 8121.03, Hampden County, Massachusetts",21188,25,013,812103,25013812103,1
558,"Census Tract 8121.04, Hampden County, Massachusetts",26646,25,013,812104,25013812104,1
559,"Census Tract 8122.01, Hampden County, Massachusetts",26382,25,013,812201,25013812201,1
560,"Census Tract 8122.02, Hampden County, Massachusetts",33157,25,013,812202,25013812202,2
561,"Census Tract 3687, Middlesex County, Massachusetts",32625,25,017,368700,25017368700,2
562,"Census Tract 3701.01, Middlesex County, Massachusetts",43814,25,017,370101,25017370101,3
563,"Census Tract 3704, Middlesex County, Massachusetts",41228,25,017,370400,25017370400,3
564,"Census Tract 3872.02, Middlesex County, Massachusetts",51183,25,017,387202,25017387202,4
565,"Census Tract 3836, Middlesex County, Massachusetts",34292,25,017,383600,25017383600,2
566,"Census Tract 3837, Middlesex County, Massachusetts",41855,25,017,383700,25017383700,3
567,"Census Tract 3413, Middlesex County, Massachusetts",27382,25,017,341300,25017341300,2
568,"Census Tract 3415, Middlesex County, Massachusetts",22163,25,017,341500,25017341500,1
569,"Census Tract 3424, Middlesex County, Massachusetts",29915,25,017,342400,25017342400,2
570,"Census Tract 3503, Middlesex County, Massachusetts",41911,25,017,350300,25017350300,3
571,"Census Tract 103, Suffolk County, Massachusetts",3963,25,025,010300,25025010300,1
572,"Census Tract 507, Suffolk County, Massachusetts",25528,25,025,050700,25025050700,1
573,"Census Tract 803, Suffolk County, Massachusetts",23716,25,025,080300,25025080300,1
574,"Census Tract 805, Suffolk County, Massachusetts",15195,25,025,080500,25025080500,1
575,"Census Tract 811, Suffolk County, Massachusetts",25833,25,025,081100,25025081100,1
576,"Census Tract 916, Suffolk County, Massachusetts",25466,25,025,091600,25025091600,1
577,"Census Tract 1005, Suffolk County, Massachusetts",23023,25,025,100500,25025100500,1
578,"Census Tract 1009, Suffolk County, Massachusetts",37328,25,025,100900,25025100900,3
579,"Census Tract 1104.01, Suffolk County, Massachusetts",30066,25,025,110401,25025110401,2
580,"Census Tract 918, Suffolk County, Massachusetts",21178,25,025,091800,25025091800,1
581,"Census Tract 920, Suffolk County, Massachusetts",24238,25,025,092000,25025092000,1
582,"Census Tract 1001, Suffolk County, Massachusetts",16413,25,025,100100,25025100100,1
583,"Census Tract 4562, Norfolk County, Massachusetts",35671,25,021,456200,25021456200,3
584,"Census Tract 4004, Norfolk County, Massachusetts",52427,25,021,400400,25021400400,4
585,"Census Tract 4031, Norfolk County, Massachusetts",62683,25,021,403100,25021403100,4
586,"Census Tract 4035, Norfolk County, Massachusetts",54136,25,021,403500,25021403500,4
587,"Census Tract 4042.02, Norfolk County, Massachusetts",13494,25,021,404202,25021404202,1
588,"Census Tract 4061.01, Norfolk County, Massachusetts",55878,25,021,406101,25021406101,4
589,"Census Tract 4071, Norfolk County, Massachusetts",44020,25,021,407100,25021407100,4
590,"Census Tract 4103, Norfolk County, Massachusetts",53420,25,021,410300,25021410300,4
591,"Census Tract 4211, Norfolk County, Massachusetts",31614,25,021,421100,25021421100,2
592,"Census Tract 4212, Norfolk County, Massachusetts",40928,25,021,421200,25021421200,3
593,"Census Tract 4421.02, Norfolk County, Massachusetts",60707,25,021,442102,25021442102,4
594,"Census Tract 4431.02, Norfolk County, Massachusetts",44309,25,021,443102,25021443102,4
595,"Census Tract 4010, Norfolk County, Massachusetts",46662,25,021,401000,25021401000,4
596,"Census Tract 4061.02, Norfolk County, Massachusetts",67257,25,021,406102,25021406102,4
597,"Census Tract 4223.01, Norfolk County, Massachusetts",40325,25,021,422301,25021422301,3
598,"Census Tract 4023, Norfolk County, Massachusetts",44514,25,021,402300,25021402300,4
599,"Census Tract 4173, Norfolk County, Massachusetts",43009,25,021,417300,25021417300,3
600,"Census Tract 4198, Norfolk County, Massachusetts",43288,25,021,419800,25021419800,3
601,"Census Tract 4175.02, Norfolk County, Massachusetts",32163,25,021,417502,25021417502,2
602,"Census Tract 4231, Norfolk County, Massachusetts",52429,25,021,423100,25021423100,4
603,"Census Tract 4043.02, Norfolk County, Massachusetts",77419,25,021,404302,25021404302,4
604,"Census Tract 8132.04, Hampden County, Massachusetts",41917,25,013,813204,25013813204,3
605,"Census Tract 8134.01, Hampden County, Massachusetts",33614,25,013,813401,25013813401,2
606,"Census Tract 8134.04, Hampden County, Massachusetts",37934,25,013,813404,25013813404,3
607,"Census Tract 8110, Hampden County, Massachusetts",29500,25,013,811000,25013811000,2
608,"Census Tract 8016.02, Hampden County, Massachusetts",25085,25,013,801602,25013801602,1
609,"Census Tract 8132.06, Hampden County, Massachusetts",32058,25,013,813206,25013813206,2
610,"Census Tract 8025, Hampden County, Massachusetts",32407,25,013,802500,25013802500,2
611,"Census Tract 8123, Hampden County, Massachusetts",21770,25,013,812300,25013812300,1
612,"Census Tract 8136.01, Hampden County, Massachusetts",34666,25,013,813601,25013813601,2
613,"Census Tract 8011.01, Hampden County, Massachusetts",10926,25,013,801101,25013801101,1
614,"Census Tract 4176.02, Norfolk County, Massachusetts",43333,25,021,417602,25021417602,3
615,"Census Tract 4182, Norfolk County, Massachusetts",40203,25,021,418200,25021418200,3
616,"Census Tract 4194, Norfolk County, Massachusetts",45021,25,021,419400,25021419400,4
617,"Census Tract 4203.02, Norfolk County, Massachusetts",26561,25,021,420302,25021420302,1
618,"Census Tract 4401, Norfolk County, Massachusetts",39587,25,021,440100,25021440100,3
619,"Census Tract 4008, Norfolk County, Massachusetts",51556,25,021,400800,25021400800,4
620,"Census Tract 4044, Norfolk County, Massachusetts",12218,25,021,404400,25021404400,1
621,"Census Tract 4142, Norfolk County, Massachusetts",63559,25,021,414200,25021414200,4
622,"Census Tract 4121, Norfolk County, Massachusetts",58186,25,021,412100,25021412100,4
623,"Census Tract 4123, Norfolk County, Massachusetts",61493,25,021,412300,25021412300,4
624,"Census Tract 4151.02, Norfolk County, Massachusetts",48311,25,021,415102,25021415102,4
625,"Census Tract 4178.01, Norfolk County, Massachusetts",45583,25,021,417801,25021417801,4
626,"Census Tract 4179.01, Norfolk County, Massachusetts",31194,25,021,417901,25021417901,2
627,"Census Tract 4226, Norfolk County, Massachusetts",36044,25,021,422600,25021422600,3
628,"Census Tract 4227, Norfolk County, Massachusetts",40680,25,021,422700,25021422700,3
629,"Census Tract 4412.02, Norfolk County, Massachusetts",51182,25,021,441202,25021441202,4
630,"Census Tract 4431.01, Norfolk County, Massachusetts",36466,25,021,443101,25021443101,3
631,"Census Tract 4561.02, Norfolk County, Massachusetts",32147,25,021,456102,25021456102,2
632,"Census Tract 4571, Norfolk County, Massachusetts",33556,25,021,457100,25021457100,2
633,"Census Tract 4009, Norfolk County, Massachusetts",47739,25,021,400900,25021400900,4
634,"Census Tract 2663, Essex County, Massachusetts",33098,25,009,266300,25009266300,2
635,"Census Tract 2608, Essex County, Massachusetts",23741,25,009,260800,25009260800,1
636,"Census Tract 2609, Essex County, Massachusetts",24123,25,009,260900,25009260900,1
637,"Census Tract 2611.01, Essex County, Massachusetts",46224,25,009,261101,25009261101,4
638,"Census Tract 2664, Essex County, Massachusetts",32950,25,009,266400,25009266400,2
639,"Census Tract 2681, Essex County, Massachusetts",51673,25,009,268100,25009268100,4
640,"Census Tract 2047.02, Essex County, Massachusetts",26938,25,009,204702,25009204702,1
641,"Census Tract 2011, Essex County, Massachusetts",48400,25,009,201100,25009201100,4
642,"Census Tract 2060, Essex County, Massachusetts",20769,25,009,206000,25009206000,1
643,"Census Tract 2063, Essex County, Massachusetts",30169,25,009,206300,25009206300,2
644,"Census Tract 2065, Essex County, Massachusetts",26993,25,009,206500,25009206500,1
645,"Census Tract 2082, Essex County, Massachusetts",35313,25,009,208200,25009208200,2
646,"Census Tract 2091, Essex County, Massachusetts",50649,25,009,209100,25009209100,4
647,"Census Tract 102.06, Barnstable County, Massachusetts",25452,25,001,010206,25001010206,1
648,"Census Tract 102.08, Barnstable County, Massachusetts",32122,25,001,010208,25001010208,2
649,"Census Tract 103.04, Barnstable County, Massachusetts",31626,25,001,010304,25001010304,2
650,"Census Tract 103.06, Barnstable County, Massachusetts",30124,25,001,010306,25001010306,2
651,"Census Tract 110.02, Barnstable County, Massachusetts",31264,25,001,011002,25001011002,2
652,"Census Tract 118.01, Barnstable County, Massachusetts",38828,25,001,011801,25001011801,3
653,"Census Tract 118.02, Barnstable County, Massachusetts",30996,25,001,011802,25001011802,2
654,"Census Tract 120.01, Barnstable County, Massachusetts",30222,25,001,012001,25001012001,2
655,"Census Tract 120.02, Barnstable County, Massachusetts",26107,25,001,012002,25001012002,1
656,"Census Tract 121.01, Barnstable County, Massachusetts",32409,25,001,012101,25001012101,2
657,"Census Tract 121.02, Barnstable County, Massachusetts",35027,25,001,012102,25001012102,2
658,"Census Tract 125.02, Barnstable County, Massachusetts",27931,25,001,012502,25001012502,2
659,"Census Tract 126.01, Barnstable County, Massachusetts",28980,25,001,012601,25001012601,2
660,"Census Tract 126.02, Barnstable County, Massachusetts",27340,25,001,012602,25001012602,2
661,"Census Tract 130.02, Barnstable County, Massachusetts",36073,25,001,013002,25001013002,3
662,"Census Tract 140.02, Barnstable County, Massachusetts",29179,25,001,014002,25001014002,2
663,"Census Tract 144.02, Barnstable County, Massachusetts",40926,25,001,014402,25001014402,3
664,"Census Tract 150.01, Barnstable County, Massachusetts",32181,25,001,015001,25001015001,2
665,"Census Tract 150.02, Barnstable County, Massachusetts",31176,25,001,015002,25001015002,2
666,"Census Tract 153, Barnstable County, Massachusetts",20472,25,001,015300,25001015300,1
667,"Census Tract 9900, Barnstable County, Massachusetts",-666666666,25,001,990000,25001990000,1
668,"Census Tract 9352, Berkshire County, Massachusetts",32426,25,003,935200,25003935200,2
669,"Census Tract 6002.03, Bristol County, Massachusetts",45483,25,005,600203,25005600203,4
670,"Census Tract 6002.04, Bristol County, Massachusetts",47292,25,005,600204,25005600204,4
671,"Census Tract 6102.03, Bristol County, Massachusetts",49858,25,005,610203,25005610203,4
672,"Census Tract 6102.04, Bristol County, Massachusetts",50420,25,005,610204,25005610204,4
673,"Census Tract 6111.01, Bristol County, Massachusetts",45032,25,005,611101,25005611101,4
674,"Census Tract 6111.02, Bristol County, Massachusetts",15580,25,005,611102,25005611102,1
675,"Census Tract 6112.01, Bristol County, Massachusetts",44429,25,005,611201,25005611201,4
676,"Census Tract 6112.02, Bristol County, Massachusetts",41571,25,005,611202,25005611202,3
677,"Census Tract 6139.01, Bristol County, Massachusetts",27161,25,005,613901,25005613901,2
678,"Census Tract 6139.02, Bristol County, Massachusetts",29911,25,005,613902,25005613902,2
679,"Census Tract 6301.01, Bristol County, Massachusetts",32813,25,005,630101,25005630101,2
680,"Census Tract 6301.02, Bristol County, Massachusetts",33276,25,005,630102,25005630102,2
681,"Census Tract 6409.01, Bristol County, Massachusetts",19763,25,005,640901,25005640901,1
682,"Census Tract 6411.01, Bristol County, Massachusetts",13058,25,005,641101,25005641101,1
683,"Census Tract 6461.03, Bristol County, Massachusetts",34611,25,005,646103,25005646103,2
684,"Census Tract 3736, Middlesex County, Massachusetts",6960,25,017,373600,25017373600,1
685,"Census Tract 3740, Middlesex County, Massachusetts",45658,25,017,374000,25017374000,4
686,"Census Tract 3744, Middlesex County, Massachusetts",65814,25,017,374400,25017374400,4
687,"Census Tract 3747, Middlesex County, Massachusetts",54888,25,017,374700,25017374700,4
688,"Census Tract 3833, Middlesex County, Massachusetts",34363,25,017,383300,25017383300,2
689,"Census Tract 101, Barnstable County, Massachusetts",30166,25,001,010100,25001010100,2
690,"Census Tract 108, Barnstable County, Massachusetts",37029,25,001,010800,25001010800,3
